step,train_loss,train_acc,dev_loss,dev_acc
0,2.2994225025177,0.09725,2.298892021179199,0.10457142857142857
100,0.656002402305603,0.799,0.572698712348938,0.7981428571428572
200,0.5121333599090576,0.83175,0.47478023171424866,0.8227142857142857
300,0.516379714012146,0.837,0.4302681088447571,0.8368571428571429
400,0.3859827518463135,0.86925,0.3754615783691406,0.8657142857142858
500,0.29925861954689026,0.87825,0.3728953003883362,0.8708571428571429
600,0.23346906900405884,0.89175,0.3499767482280731,0.878
700,0.4436265528202057,0.88725,0.3269573748111725,0.883
800,0.26324355602264404,0.89975,0.31362754106521606,0.8905714285714286
900,0.2824218273162842,0.9005,0.31841936707496643,0.8841428571428571
1000,0.2698275148868561,0.905,0.2958358824253082,0.8934285714285715
1100,0.32569724321365356,0.9085,0.2895287275314331,0.8972857142857142
1200,0.30415672063827515,0.9085,0.2834981381893158,0.8997142857142857
1300,0.31399306654930115,0.91775,0.27439382672309875,0.9005714285714286
1400,0.31374460458755493,0.90425,0.2797037363052368,0.9011428571428571
1500,0.300510972738266,0.913,0.25998014211654663,0.9028571428571428
1600,0.23638637363910675,0.92075,0.2724607288837433,0.9054285714285715
1700,0.23606203496456146,0.92025,0.2712833881378174,0.9042857142857142
1800,0.217495858669281,0.91525,0.2512095868587494,0.9117142857142857
1900,0.16230298578739166,0.9255,0.25502580404281616,0.9105714285714286
2000,0.17214363813400269,0.91925,0.2682309150695801,0.9041428571428571
2100,0.2047635316848755,0.9175,0.2568768262863159,0.9097142857142857
2200,0.29267534613609314,0.9195,0.2503107786178589,0.9117142857142857
2300,0.1407102346420288,0.92275,0.2598170042037964,0.9068571428571428
2400,0.19984495639801025,0.917,0.24681107699871063,0.9087142857142857
2500,0.328786164522171,0.9235,0.24356582760810852,0.9097142857142857
2600,0.1998824179172516,0.926,0.2340981662273407,0.9152857142857143
2700,0.19264546036720276,0.92025,0.2409919947385788,0.9144285714285715
2800,0.18114279210567474,0.932,0.23473158478736877,0.9151428571428571
2900,0.19837422668933868,0.93025,0.2405490130186081,0.9117142857142857
3000,0.3162156045436859,0.92225,0.23861999809741974,0.915
3100,0.17598767578601837,0.925,0.23459555208683014,0.9147142857142857
3200,0.12877139449119568,0.937,0.23778924345970154,0.9108571428571428
3300,0.34415799379348755,0.9305,0.23151831328868866,0.9155714285714286
3400,0.15884864330291748,0.94,0.23291465640068054,0.9147142857142857
3500,0.13214896619319916,0.94175,0.2417520433664322,0.9101428571428571
3600,0.252754807472229,0.9285,0.23125532269477844,0.9174285714285715
3700,0.18001788854599,0.9365,0.23060519993305206,0.9174285714285715
3800,0.14704038202762604,0.934,0.22710499167442322,0.9175714285714286
3900,0.16869768500328064,0.93925,0.2283206284046173,0.9162857142857143
4000,0.15208560228347778,0.9425,0.22801180183887482,0.9184285714285715
4100,0.21214507520198822,0.93625,0.22562642395496368,0.9164285714285715
4200,0.20393966138362885,0.93625,0.22646749019622803,0.918
4300,0.22406357526779175,0.938,0.23354986310005188,0.9161428571428571
4400,0.0775664821267128,0.93725,0.22753681242465973,0.9175714285714286
4500,0.23866449296474457,0.9445,0.22847971320152283,0.9188571428571428
4600,0.08611689507961273,0.93775,0.24197643995285034,0.9105714285714286
4700,0.2034076452255249,0.93625,0.23201435804367065,0.9188571428571428
4800,0.230473130941391,0.9435,0.22416166961193085,0.9194285714285715
4900,0.07182803750038147,0.94525,0.2235785573720932,0.9175714285714286
