step,train_loss,train_acc,dev_loss,dev_acc
0,54.501155853271484,0.1305,41.457740783691406,0.1402857142857143
100,1.7415242195129395,0.62375,1.3594173192977905,0.624
200,0.9138350486755371,0.698,0.9133247137069702,0.705
300,0.8814729452133179,0.724,0.8780947923660278,0.7235714285714285
400,0.6655187010765076,0.7455,0.7718572020530701,0.7391428571428571
500,0.5665144324302673,0.7605,0.7495146989822388,0.7552857142857143
600,0.6124551892280579,0.766,0.7052387595176697,0.7625714285714286
700,0.5972365140914917,0.77525,0.727587878704071,0.7657142857142857
800,0.6602919101715088,0.78525,0.6900409460067749,0.7804285714285715
900,0.6002622246742249,0.79775,0.6920695304870605,0.7902857142857143
1000,0.512431800365448,0.799,0.6598409414291382,0.7838571428571428
1100,0.5533999800682068,0.7935,0.6487100720405579,0.7867142857142857
1200,0.486841082572937,0.7995,0.6334995031356812,0.7941428571428572
1300,0.6021921038627625,0.80925,0.6005643010139465,0.8
1400,0.3563001751899719,0.8105,0.5974310040473938,0.7985714285714286
1500,0.6139827966690063,0.824,0.5873194932937622,0.8027142857142857
1600,0.5881738066673279,0.8125,0.5877272486686707,0.7982857142857143
1700,0.6271250247955322,0.82175,0.5878691673278809,0.8054285714285714
1800,0.7200010418891907,0.82025,0.6047003269195557,0.8047142857142857
1900,0.4995296597480774,0.8215,0.5852248072624207,0.7991428571428572
2000,0.7831317782402039,0.82725,0.5845828056335449,0.8025714285714286
2100,0.6804460883140564,0.83775,0.5892207622528076,0.8081428571428572
2200,0.49856993556022644,0.828,0.5968611240386963,0.8072857142857143
2300,0.4891112446784973,0.81675,0.6161553263664246,0.8038571428571428
2400,0.7527839541435242,0.82425,0.5739964246749878,0.814
2500,0.38480550050735474,0.8295,0.5695596933364868,0.8115714285714286
2600,0.5949159860610962,0.8215,0.5574133396148682,0.816
2700,0.4291539788246155,0.83,0.5553184747695923,0.8122857142857143
2800,0.43059617280960083,0.84375,0.5538398027420044,0.814
2900,0.4616685211658478,0.84025,0.5558301210403442,0.8135714285714286
3000,0.5569927096366882,0.83925,0.5515382885932922,0.8151428571428572
3100,0.3112514615058899,0.83625,0.5566353797912598,0.8105714285714286
3200,0.664360761642456,0.8435,0.5601886510848999,0.8097142857142857
3300,0.4064638018608093,0.853,0.5536891222000122,0.818
3400,0.5320619344711304,0.85925,0.5490836501121521,0.8194285714285714
