step,train_loss,train_acc,dev_loss,dev_acc
0,2.304053783416748,0.099,2.302286386489868,0.103
100,0.46901530027389526,0.79925,0.5578418374061584,0.7972857142857143
200,0.4178747534751892,0.84225,0.4496103525161743,0.8382857142857143
300,0.5041487216949463,0.83375,0.45802998542785645,0.8334285714285714
400,0.30685627460479736,0.86225,0.3878156244754791,0.8612857142857143
500,0.2903953194618225,0.86725,0.3843269944190979,0.8607142857142858
600,0.5675733685493469,0.87575,0.34674015641212463,0.8791428571428571
700,0.3712178170681,0.88325,0.32824742794036865,0.8798571428571429
800,0.2694316804409027,0.8805,0.3557514548301697,0.8742857142857143
900,0.3073045313358307,0.8905,0.3112950921058655,0.8917142857142857
1000,0.3206697702407837,0.8895,0.3120929002761841,0.8877142857142857
1100,0.14929112792015076,0.89175,0.3012498617172241,0.89
1200,0.21749725937843323,0.88625,0.31229737401008606,0.8875714285714286
1300,0.24211740493774414,0.9085,0.2807950973510742,0.9004285714285715
1400,0.15002217888832092,0.8995,0.2792859673500061,0.9011428571428571
1500,0.18099984526634216,0.91425,0.2708582878112793,0.9022857142857142
1600,0.28557324409484863,0.91875,0.2595605254173279,0.905
1700,0.1819770783185959,0.909,0.2635231614112854,0.9045714285714286
1800,0.2878299951553345,0.918,0.262898713350296,0.9061428571428571
1900,0.24317339062690735,0.91275,0.25633493065834045,0.9082857142857143
2000,0.2110244184732437,0.925,0.2601082921028137,0.9071428571428571
2100,0.1924811154603958,0.91875,0.2637411653995514,0.9065714285714286
2200,0.2272324115037918,0.923,0.2543168365955353,0.9077142857142857
2300,0.19145271182060242,0.91775,0.25166240334510803,0.9087142857142857
2400,0.18365707993507385,0.919,0.26584360003471375,0.9051428571428571
2500,0.17672744393348694,0.92275,0.24578061699867249,0.9115714285714286
2600,0.35713592171669006,0.926,0.23898644745349884,0.9151428571428571
2700,0.13826559484004974,0.934,0.2466278076171875,0.915
2800,0.2171274572610855,0.9335,0.24009110033512115,0.9181428571428571
2900,0.1897793710231781,0.9325,0.23542743921279907,0.9172857142857143
3000,0.16922788321971893,0.929,0.2373296618461609,0.9171428571428571
3100,0.10447688400745392,0.92975,0.24201399087905884,0.913
3200,0.12044738978147507,0.939,0.23304545879364014,0.9164285714285715
3300,0.2517245411872864,0.92875,0.23637084662914276,0.9161428571428571
3400,0.1350708305835724,0.9295,0.23040005564689636,0.9205714285714286
3500,0.135014146566391,0.9375,0.24293997883796692,0.9154285714285715
3600,0.14277511835098267,0.93475,0.23639735579490662,0.9154285714285715
3700,0.3353547155857086,0.93775,0.23949478566646576,0.9145714285714286
3800,0.2084294855594635,0.932,0.23234237730503082,0.9197142857142857
3900,0.1646483838558197,0.94275,0.2318553477525711,0.9202857142857143
4000,0.17279160022735596,0.9375,0.23150651156902313,0.9182857142857143
4100,0.20509080588817596,0.9395,0.22713088989257812,0.9208571428571428
4200,0.12947769463062286,0.94475,0.22671660780906677,0.9192857142857143
4300,0.195473313331604,0.9405,0.22578418254852295,0.9225714285714286
4400,0.22442308068275452,0.93925,0.2282043695449829,0.9227142857142857
4500,0.22216029465198517,0.939,0.22579006850719452,0.9217142857142857
4600,0.16198331117630005,0.93575,0.22809220850467682,0.9211428571428572
4700,0.20660290122032166,0.938,0.23216138780117035,0.9187142857142857
4800,0.1703271120786667,0.9465,0.2282881885766983,0.9204285714285714
4900,0.14093482494354248,0.93725,0.23283123970031738,0.9232857142857143
